departure_from,departure_to,availability_start,availability_end,data_generated
Aalesund,Gdansk,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Aberdeen,Gdansk,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Abu Dhabi,Krakow,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alghero,Bucharest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alghero,Sofia,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alicante,Belgrade,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alicante,Bucharest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alicante,Cluj,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alicante,Gdansk,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alicante,Katowice,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alicante,Rome,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Alicante,Warsaw,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Amman,Milan,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Ancona,Tirana,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Antalya,Bucharest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Antalya,London,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Athens,Bucharest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Athens,Katowice,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Athens,Kutaisi,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Athens,Larnaca,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Athens,Tel Aviv,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Athens,Tirana,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Baku,Rome,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Banja Luka,Basel/Mulhouse,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Belgrade,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Bucharest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Budapest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Cluj,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Gdansk,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Iasi,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Katowice,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Krakow,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Kutaisi,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Milan,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Rome,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Skopje,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Sofia,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Timisoara,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Tirana,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Venice,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Vienna,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Vilnius,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Warsaw,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Barcelona,Wroclaw,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Bari,Bucharest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Bari,Budapest,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Bari,Craiova,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Bari,Sofia,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
Bari,Timisoara,2025-09-24T07:00:01,2025-09-27T23:59:59,2025-09-24T07:00:01
