departure_from,departure_to,availability_start,availability_end,data_generated
Aalesund,Gdansk,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alghero,Belgrade,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alghero,Bucharest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alghero,Budapest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alghero,Skopje,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alghero,Sofia,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alghero,Warsaw,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Belgrade,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Bratislava,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Budapest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Gdansk,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Katowice,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Rome,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Venice,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Alicante,Warsaw,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Ancona,Tirana,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Athens,Chisinau,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Athens,Gdansk,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Athens,Kutaisi,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Athens,Larnaca,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Athens,Varna,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Athens,Warsaw,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Banja Luka,Basel/Mulhouse,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Belgrade,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Bratislava,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Bucharest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Budapest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Chisinau,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Cluj,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Gdansk,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Katowice,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Krakow,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Kutaisi,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Larnaca,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Podgorica,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Skopje,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Sofia,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Timisoara,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Tirana,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Varna,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Vilnius,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Warsaw,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Barcelona,Wroclaw,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Bucharest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Budapest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Cluj,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Skopje,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Sofia,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Timisoara,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Tirana,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Wroclaw,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Bari,Yerevan,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Basel/Mulhouse,Banja Luka,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Basel/Mulhouse,Bratislava,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Basel/Mulhouse,Bucharest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Basel/Mulhouse,Budapest,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Basel/Mulhouse,Cluj,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
Basel/Mulhouse,Krakow,2026-09-03T07:00:01,2026-09-05T23:59:59,2026-09-03T07:00:01
