departure_from,departure_to,availability_start,availability_end,data_generated
Abu Dhabi,Alexandria,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Almaty,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Amman,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Asyut,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Baku,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Belgrade,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Bishkek,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Bucharest,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Chisinau,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Dammam,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Gabala,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Giza,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Kutaisi,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Larnaca,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Madinah,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Salalah,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Sarajevo,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Abu Dhabi,Tirana,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alexandria,Abu Dhabi,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alghero,Bucharest,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alghero,Sofia,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alicante,Belgrade,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alicante,Bucharest,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alicante,Budapest,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alicante,Cluj,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alicante,Rome,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
Alicante,Warsaw,2025-07-16T07:00:01,2025-07-19T23:59:59,2025-07-16T07:00:01
