departure_from,departure_to,availability_start,availability_end,data_generated
Aalesund,Gdansk,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Aberdeen,Gdansk,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alghero,Belgrade,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alghero,Bucharest,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alghero,Budapest,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alghero,Skopje,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alghero,Sofia,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alghero,Tirana,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alghero,Warsaw,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Belgrade,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Bratislava,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Bucharest,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Budapest,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Cluj,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Gdansk,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Katowice,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Alicante,Warsaw,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Ancona,Tirana,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Antalya,Cluj,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Bucharest,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Chisinau,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Craiova,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Gdansk,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Kutaisi,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Larnaca,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Tirana,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Athens,Varna,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Bratislava,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Bucharest,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Budapest,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Chisinau,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Cluj,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Craiova,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Iasi,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Katowice,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Krakow,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Kutaisi,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Larnaca,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,London,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Podgorica,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
Barcelona,Skopje,2026-08-24T07:00:01,2026-08-27T23:59:59,2026-08-24T07:00:01
